Pharm~Hosp|ATC1|ATC2|ATC3|ATC4|Crp|MIDAS~Crp|Mnf|Prd|Str|Pck|NFC~1|NFC~2|NFC~3|RX/OTC|Launch~Year|Launch~Date|DDD~Fact|DDD~Unit|Mono~Combi|MOL|[DCKey 1]|[Latest MNF Price]|[Latest Price]|EURO Sales Period|EURO Sales Value|USD Sales Period|USD Sales Value|LC Sales Period|LC Sales Value|Units Period|Units Value|DOT Period|DOT Value
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Feb/05|0|USD Sales Feb/05|0|LC Sales Feb/05|0|Units Feb/05|0|DOT Feb/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Mar/05|0|USD Sales Mar/05|0|LC Sales Mar/05|0|Units Mar/05|0|DOT Mar/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Apr/05|0|USD Sales Apr/05|0|LC Sales Apr/05|0|Units Apr/05|0|DOT Apr/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales May/05|0|USD Sales May/05|0|LC Sales May/05|0|Units May/05|0|DOT May/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Jun/05|0|USD Sales Jun/05|0|LC Sales Jun/05|0|Units Jun/05|0|DOT Jun/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Jul/05|0|USD Sales Jul/05|0|LC Sales Jul/05|0|Units Jul/05|0|DOT Jul/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Aug/05|0|USD Sales Aug/05|0|LC Sales Aug/05|0|Units Aug/05|0|DOT Aug/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Sep/05|0|USD Sales Sep/05|0|LC Sales Sep/05|0|Units Sep/05|0|DOT Sep/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Oct/05|0|USD Sales Oct/05|0|LC Sales Oct/05|0|Units Oct/05|0|DOT Oct/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Nov/05|0|USD Sales Nov/05|0|LC Sales Nov/05|0|Units Nov/05|0|DOT Nov/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Dec/05|0|USD Sales Dec/05|0|LC Sales Dec/05|0|Units Dec/05|0|DOT Dec/05|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Jan/06|0|USD Sales Jan/06|0|LC Sales Jan/06|0|Units Jan/06|0|DOT Jan/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Feb/06|0|USD Sales Feb/06|0|LC Sales Feb/06|0|Units Feb/06|0|DOT Feb/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Mar/06|0|USD Sales Mar/06|0|LC Sales Mar/06|0|Units Mar/06|0|DOT Mar/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Apr/06|0|USD Sales Apr/06|0|LC Sales Apr/06|0|Units Apr/06|0|DOT Apr/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales May/06|0|USD Sales May/06|0|LC Sales May/06|0|Units May/06|0|DOT May/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Jun/06|0|USD Sales Jun/06|0|LC Sales Jun/06|0|Units Jun/06|0|DOT Jun/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Jul/06|0|USD Sales Jul/06|0|LC Sales Jul/06|0|Units Jul/06|0|DOT Jul/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Aug/06|0|USD Sales Aug/06|0|LC Sales Aug/06|0|Units Aug/06|0|DOT Aug/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Sep/06|0|USD Sales Sep/06|0|LC Sales Sep/06|0|Units Sep/06|0|DOT Sep/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|SOLUT. 1 50 ML|K ORAL TOPICAL|KG ORAL TOP LIQUIDS|KGA ORAL TOP LIQUIDS|RX STATUS UNKNOWN|1990|1990/01|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|11|93.2|126.2|EURO Sales Oct/06|0|USD Sales Oct/06|0|LC Sales Oct/06|0|Units Oct/06|0|DOT Oct/06|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Nov/01|0|USD Sales Nov/01|0|LC Sales Nov/01|0|Units Nov/01|0|DOT Nov/01|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Dec/01|11|USD Sales Dec/01|10|LC Sales Dec/01|346|Units Dec/01|8|DOT Dec/01|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Jan/02|0|USD Sales Jan/02|0|LC Sales Jan/02|0|Units Jan/02|0|DOT Jan/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Feb/02|13|USD Sales Feb/02|12|LC Sales Feb/02|424|Units Feb/02|10|DOT Feb/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Mar/02|4|USD Sales Mar/02|3|LC Sales Mar/02|124|Units Mar/02|3|DOT Mar/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Apr/02|7|USD Sales Apr/02|6|LC Sales Apr/02|204|Units Apr/02|5|DOT Apr/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales May/02|3|USD Sales May/02|2|LC Sales May/02|81|Units May/02|2|DOT May/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Jun/02|7|USD Sales Jun/02|6|LC Sales Jun/02|203|Units Jun/02|5|DOT Jun/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Jul/02|8|USD Sales Jul/02|8|LC Sales Jul/02|243|Units Jul/02|6|DOT Jul/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Aug/02|4|USD Sales Aug/02|4|LC Sales Aug/02|123|Units Aug/02|3|DOT Aug/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Sep/02|0|USD Sales Sep/02|0|LC Sales Sep/02|0|Units Sep/02|0|DOT Sep/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Oct/02|0|USD Sales Oct/02|0|LC Sales Oct/02|0|Units Oct/02|0|DOT Oct/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Nov/02|0|USD Sales Nov/02|0|LC Sales Nov/02|0|Units Nov/02|0|DOT Nov/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Dec/02|0|USD Sales Dec/02|0|LC Sales Dec/02|0|Units Dec/02|0|DOT Dec/02|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Jan/03|0|USD Sales Jan/03|0|LC Sales Jan/03|0|Units Jan/03|0|DOT Jan/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Feb/03|0|USD Sales Feb/03|0|LC Sales Feb/03|0|Units Feb/03|0|DOT Feb/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Mar/03|0|USD Sales Mar/03|0|LC Sales Mar/03|0|Units Mar/03|0|DOT Mar/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Apr/03|0|USD Sales Apr/03|0|LC Sales Apr/03|0|Units Apr/03|0|DOT Apr/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales May/03|0|USD Sales May/03|0|LC Sales May/03|0|Units May/03|0|DOT May/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Jun/03|0|USD Sales Jun/03|0|LC Sales Jun/03|0|Units Jun/03|0|DOT Jun/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Jul/03|0|USD Sales Jul/03|0|LC Sales Jul/03|0|Units Jul/03|0|DOT Jul/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Aug/03|0|USD Sales Aug/03|0|LC Sales Aug/03|0|Units Aug/03|0|DOT Aug/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Sep/03|0|USD Sales Sep/03|0|LC Sales Sep/03|0|Units Sep/03|0|DOT Sep/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Oct/03|0|USD Sales Oct/03|0|LC Sales Oct/03|0|Units Oct/03|0|DOT Oct/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Nov/03|0|USD Sales Nov/03|0|LC Sales Nov/03|0|Units Nov/03|0|DOT Nov/03|0
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A01 STOMATOLOGICALS|A01A STOMATOLOGICALS|A01A0 STOMATOLOGICALS|GALENA GABA|TEVA|GALENA GABA|ELMEX|0000|TOOTHPASTE 1 75 ML|K ORAL TOPICAL|KS ORAL TOP OINTMENTS|KSB ORAL TOP PASTES N O S|NON-RX BOUND|1995|1995/10|0.00|0.00|COMBI|DECTAFLUR;OLAFLUR|12|41.5|56.2|EURO Sales Dec/03|0|USD Sales Dec/03|0|LC Sales Dec/03|0|Units Dec/03|0|DOT Dec/03|0
